num_iter | contraction 
0.2403540881874361 10
0.26204370865617266 9
0.26283393502531266 10
0.25913141379049415 9
0.2449600527676215 14
0.25825253496071954 11
0.25003398794056186 12
0.2516883130164938 10
0.235612100105914 8
0.24967055877859354 11
0.2571655655563653 9
0.24729211388045902 10
0.2527902046695583 10
0.25544161668308735 13
0.25262272447305145 12
0.24520446119086803 13
0.25583669374500684 9
0.23075529604638412 11
0.23887343760082586 9
0.25662313677284937 9
0.24918146002812502 9
0.2485445005378787 10
0.26544156284279613 11
0.2489102356186338 10
0.25267104774319626 10
0.2441889574192805 10
0.2652785143508803 11
0.2504331220341642 13
0.255277035982777 11
0.25412085591521605 10
0.24561635050729339 9
0.24750894895493333 9
0.24034614762931253 11
0.23873729385677558 11
0.2560713599834109 9
0.2572774206355423 9
0.2522463243649574 11
0.2379652618951298 11
0.23556114594668012 11
0.2561254907594146 12
0.2449521434117506 10
0.2381317405176662 12
0.2338848125311057 13
0.24742643888019097 10
0.2430605374122117 9
0.2527352921889473 9
0.24086181450212418 10
0.26671576619335835 10
0.2538396550606105 9
0.24620631324156778 11
0.27007522151042557 10
0.2680364668956873 13
0.2496791678704087 9
0.24937442474449903 10
0.24662796007565937 9
0.2554933151943625 10
0.2425170778892309 11
0.24943318137239212 9
0.25924965626536084 11
0.24715319015223586 12
0.24196055176426728 8
0.24403843696856745 8
0.25274478354754526 9
0.26401043475105895 10
0.24605750592007708 8
0.2504998376869883 11
0.2520637304957488 10
0.25096552537692696 9
0.24919495634788247 9
0.25357271433056533 15
0.253536904133032 9
0.2594707126993891 13
0.24589275917257428 11
0.26302577374062686 10
0.250046108995873 9
0.24443456530933777 9
0.24384621843064574 9
0.2521191000474952 9
0.23530301150297908 9
0.254975272449677 12
0.24242890720180635 10
0.25388086511442687 9
0.25856577557467325 10
0.2485296056724729 16
0.24637924712838138 9
0.254232733850385 12
0.23892177726199645 10
0.25129263596097234 9
0.2665198537920407 14
0.23738920464780316 9
0.24767991228923023 11
0.25756197527381564 12
0.2507230821251745 13
0.24532793944023495 11
0.2543281250617107 9
0.24484835275432795 8
0.2474770607184304 9
0.24128373362316052 9
0.2524924323018714 9
0.2564556623197871 11
