exponent is 5
0 152587890623.0006
1 53648486647.97408
2 18838720652.567253
3 6619879099.749306
4 2325878393.7795053
5 817258641.8825122
6 287159809.5935837
7 100899763.84469387
8 35453274.381835654
9 12457267.150270635
10 4377129.119619296
11 1537999.0975038866
12 540409.3060259229
13 189884.33364733375
14 66719.63701700754
15 23442.9602427251
16 8236.712909876662
17 2893.6435341512547
18 1016.2282255245643
19 356.55218901652364
20 124.75919583626391
21 43.31620414376353
22 14.7098034577214
23 4.688471437686169
24 1.245411039669984
25 0.19672275297259928
26 0.00784878779441174
27 1.3994817938262897e-05
28 4.4719912471162254e-11

