exponent is 4
0 152587890622.99936
1 52624139333.467285
2 18129482186.83041
3 6249606392.019446
4 2154076627.585158
5 742507974.4418068
6 255937746.85307935
7 88220482.38237038
8 30409169.231015608
9 10481901.793922616
10 3613067.1025047284
11 1245410.1587288359
12 429288.3623644139
13 147974.08661846808
14 51005.89405317691
15 17581.176305628385
16 6059.720326680446
17 2088.2759069348444
18 719.3133929077545
19 247.4277139516746
20 84.76757938352378
21 28.70268800318666
22 9.39293573586419
23 2.782612754307311
24 0.6165910433122327
25 0.06023956762598816
26 0.0007690191936122493
27 1.3001856136994303e-07
28 3.263375893225244e-15

